segment name,category,comments
Kantar > SHOPCOM CPG BUYER FLAGS > TOBACCO > CIGARETTES > SALEM,3,Use restrictions applied by acxiom - Legacy Data
Kantar > SHOPCOM CPG BUYER FLAGS > TOBACCO > CIGARETTES > WINSTON,3,Use restrictions applied by acxiom - Legacy Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $0 - $14,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $15,000 - $19,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $20,000 - $29,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $30,000 - $39,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $40,000 - $49,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $50,000 - $59,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $60,000 - $74,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $75,000 - $99,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $100,000 - $124,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $125,000 - $149,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $150,000 - $199,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $200,000 - $249,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $250,000 - $399,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Household Income > $400,000+",2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > Overall Investable Assets > Top 1%,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > Overall Investable Assets > Top 2 - 5%,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > Overall Investable Assets > Top 6 - 10%,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > Stocks & Securities > Top 1%,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > Stocks & Securities > Top 2 - 5%,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > Stocks & Securities > Top 6 - 10%,2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending > Greater than $43,000",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending > $25,000 to $42,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending > $20,000 to $24,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Dining > Greater than $7,500",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Dining > $5,000 to $7,499",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Dining > $4,000 to $4,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Apparel > Greater than $5,000",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Apparel > $3,000 to $4,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Apparel > $2,500 to $2,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Entertainment > Greater than $3,500",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Entertainment > $2,250 to $3,499",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Entertainment > $1,750 to $2,249",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Personal Care > Greater than $1,500",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Personal Care > $1,000 to $1,499",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Personal Care > $850 to $999,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Reading > Greater than $300,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Reading > $200 - $299,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Reading > $175 - $199,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Education > Greater than $5,500",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Education > $2,500 to $5,499",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Education > $1,500 to $2,499",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Donation > Greater than $6,250",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Donation > $3,500 to $6,249",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Donation > $2,500 to $3,499",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Furnish > Greater than $5,000",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Furnish > $3,000 to $4,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Furnish > $2,500 to $2,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Travel > Greater than $8,000",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Travel > $5,000 to $7,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Travel > $4,000 to $4,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Domestic Travel > Greater than $4,500",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Domestic Travel > $2,750 to $4,499",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Domestic Travel > $2,250 to $2,749",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on International Travel > Greater than $3,000",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on International Travel > $2,000 to $2,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on International Travel > $1,500 to $1,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Cruise Travel > Greater than $2,000",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Cruise Travel > $1,100 to $1,999",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Annual Discretionary Spending on Cruise Travel > $800 to $1,099",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $0 to $19,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $20,000 to $24,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $25,000 to $49,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $50,000 to $74,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $75,000 to $99,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $100,000 to $149,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $150,000 to $249,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $250,000 to $374,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $375,000 to $499,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $500,000 to $749,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $750,000 to $999,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $1,000,000 to $1,999,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $2,000,000 to $3,999,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > $3,000,000 to $5,999,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Finance > Estimated Net Worth > Greater than $6,000,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > AIQ Affluence Segments > Super Rich,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > AIQ Affluence Segments > Giving Back,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > AIQ Affluence Segments > Millionaire Next Door,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > AIQ Affluence Segments > Nouveau Riche,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > AIQ Affluence Segments > Old Money,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > AIQ Affluence Segments > Spend Like The Rich,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Finance > AIQ Affluence Segments > Climbers,2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $20,000 to $39,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $40,000 to $59,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $60,000 to $79,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $80,000 to $99,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $100,000 to $119,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $120,000 to $139,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $140,000 to $159,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $160,000 to $179,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $180,000 to $199,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $200,000 to $299,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $300,000 to $399,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $400,000 to $499,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $500,000 to $599,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $600,000 to $699,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $700,000 to $799,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $800,000 to $899,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > $900,000 to $999,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"AnalyticsIQ > AnalyticsIQ Demographic > Housing Attributes > Home Value > Greater than $1,000,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Stability > Very Poor,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Stability > Poor,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Stability > Fair,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Stability > Good,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Stability > Very Good,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Stability > Excellent,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Payment Propensity > Very Poor,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Payment Propensity > Poor,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Payment Propensity > Fair,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Payment Propensity > Good,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Payment Propensity > Very Good,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Payment Propensity > Excellent,2,Use Restriction Applied by Acxiom - Financial or Political Data
AnalyticsIQ > AnalyticsIQ Demographic > Business Owner,2,Use Restriction Applied by Acxiom - Financial or Political Data
"Kantar > Retail > OVER THE COUNTER REMEDIES > CONTRACEPTIVES, FAMILY PLANNING, AND SEXUAL WELLNESS",3,Use restrictions applied by acxiom - Legacy Data
Cuebiq > Mobile Media Source > Interest by installed apps > Future Moms,3,May not use without advertiser-specific authorization from LiveRamp/Acxiom by contacting datastore@liveramp.com
Cross Pixel > Food & Dining > Restaurants > Gastropubs/Bars,3,Use restrictions applied by acxiom - Legacy Data
Cross Pixel > Shopping > Home & Garden > Nursery Furniture,3,Use restrictions applied by acxiom - Legacy Data
Cross Pixel > Shopping > Kids & Family > Baby Names,3,Use restrictions applied by acxiom - Legacy Data
Cross Pixel > Latin America (LATAM) > Home & Family > Pregnancy,3,Use restrictions applied by acxiom - Legacy Data
Cross Pixel > Latin America (LATAM) > Shopping - Baby/Children > Maternity Clothing,3,Use restrictions applied by acxiom - Legacy Data
Cross Pixel > Audience portraits > Finance > Low Credit Scores,2,Use Restriction Applied by Acxiom - Financial or Political Data
Cross Pixel > Audience portraits > Food and Dining > Wine and Hors D'oeuvres Lovers,2,Use Restriction Applied by Acxiom - Financial or Political Data
Cross Pixel > Audience portraits > Life Milestones > Baby Shower Registrants,3,Use restrictions applied by acxiom - Legacy Data
Cross Pixel > Audience portraits > Psychographics > Gamblers,3,Use restrictions applied by acxiom - Legacy Data
Cross Pixel > Audience portraits > Psychographics > High Net Worth,2,Use Restriction Applied by Acxiom - Financial or Political Data
Cross Pixel > Audience portraits > B2B - Industry > Hospitality - Hotels & Restaurants,3,Use restrictions applied by acxiom - Legacy Data
33Across AudienceID > Life Events > Expecting Parents,3,Use restrictions applied by acxiom - Legacy Data
33Across AudienceID > Life Events > Family Planning,3,Use restrictions applied by acxiom - Legacy Data
Windfall > Windfall Income > Household Income > $0-15k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $15-20k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $20-30k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $30-40k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $40-50k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $50-60k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $60-75k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $75-100k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $100-125k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $125-150k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $150-200k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $200-250k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $250-300k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $300-400k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $400-500k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $500-750k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $750k-1M,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $1-2M,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Household Income > $2M+,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > Losses,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $0-250,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $250-500,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $500-$1k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $1-2.5k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $2.5-5k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $5-7.5k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $7.5-10k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $10-15k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $15-20k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $20-30k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $30-40k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $40-50k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $50-75k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $75-100k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Investment Income > $100k+,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $0-2.5k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $2.5-5k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $5-7.5k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $7.5-10k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $10-15k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $15-20k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $20-30k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $30-40k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $40-50k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $50-100K,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Retirement Income > $100k+,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $0-250,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $250-500,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $500-750,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $750-1k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $1-1.5k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $1.5-2.5k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $2.5-5k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $5-10k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $10-25k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $25-50k,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Charitable Giving > $50k+,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > High Household & Investment Income,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > High Household & Retirement Income,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > High Household & Ultra High Retirement Income,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > High Household Income & Charitable Giving,2,Use Restriction Applied by Acxiom - Financial or Political Data
"Windfall > Windfall Income > High Household Income, Investment Income & Charitable Giving",2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Ultra High Household & Investment Income,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Ultra High Household & High Retirement Income,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Ultra High Household & Retirement Income,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > High Investment Income & Charitable Giving,2,Use Restriction Applied by Acxiom - Financial or Political Data
Windfall > Windfall Income > Ultra High Investment Income & Charitable Giving,2,Use Restriction Applied by Acxiom - Financial or Political Data
MaxPoint > Interest Targeting > Lifestyle > Pregnancy,3,Use restrictions applied by acxiom - Legacy Data
Alliant > Products & Services Propensities > Fast Food - Propensity,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Products & Services Propensities > Donor to PBS / NPR - Propensity,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Products & Services Propensities > Smart Phone Users - Propensity,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > College Graduates,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > Home Value $300-499k,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > Home Value $100-199k,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > Household Income $100k+,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Emerging households > Credit Seekers,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > Household Income $50k+,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > Household Income $150k+,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > Home Value Less than $100k,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > Home Value $200-299k,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > Home Value $500k+,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Demographic > Blue Collar Occupations,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Products & Services Propensities > Avid Gamers - Propensity,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Products & Services Propensities > Religious Donors - Propensity,2,Segment contains sensitive financial information and presents a statutory risk.
Alliant > Products & Services Propensities > Wine Lovers - Propensity,3,Restrictions due to reputational risk due to potentially embarrassing information about people.
ALC > Political Precision > Voters by Demographic Selects > Affluent Voters,2,Segment contains sensitive financial information and presents a statutory risk.
ALC > B2B > Executives by Industry > Entertainment > Gambling,3,Restrictions due to reputational risk due to potentially embarrassing information about people.
